frame_id,filename,class_id,name,center_x,center_y,width,height,confidence
56,/content/drive/My Drive/yolov4/darknet/data/data_new/frame577.jpg,4,Computer screen 4,0.484799,0.138686,0.357724,0.273622,0.997223
56,/content/drive/My Drive/yolov4/darknet/data/data_new/frame577.jpg,3,Computer screen 3,0.137924,0.099716,0.280258,0.200766,0.997798
57,/content/drive/My Drive/yolov4/darknet/data/data_new/frame541.jpg,4,Computer screen 4,0.546477,0.300226,0.352979,0.29716,0.998445
57,/content/drive/My Drive/yolov4/darknet/data/data_new/frame541.jpg,3,Computer screen 3,0.195141,0.25275,0.343259,0.28527,0.998616
58,/content/drive/My Drive/yolov4/darknet/data/data_new/frame548.jpg,4,Computer screen 4,0.40777,0.172081,0.356697,0.287775,0.997445
58,/content/drive/My Drive/yolov4/darknet/data/data_new/frame548.jpg,3,Computer screen 3,0.119468,0.146098,0.241277,0.26391,0.998074
59,/content/drive/My Drive/yolov4/darknet/data/data_new/frame546.jpg,4,Computer screen 4,0.415137,0.198995,0.376457,0.305945,0.996028
59,/content/drive/My Drive/yolov4/darknet/data/data_new/frame546.jpg,3,Computer screen 3,0.124407,0.165891,0.243806,0.263654,0.99681
60,/content/drive/My Drive/yolov4/darknet/data/data_new/frame570.jpg,4,Computer screen 4,0.459415,0.147731,0.35873,0.31557,0.996403
60,/content/drive/My Drive/yolov4/darknet/data/data_new/frame570.jpg,3,Computer screen 3,0.13873,0.12316,0.265595,0.246962,0.99822
61,/content/drive/My Drive/yolov4/darknet/data/data_new/frame575.jpg,4,Computer screen 4,0.482501,0.140991,0.345606,0.303332,0.996044
61,/content/drive/My Drive/yolov4/darknet/data/data_new/frame575.jpg,3,Computer screen 3,0.13737,0.112028,0.261228,0.218823,0.996764
62,/content/drive/My Drive/yolov4/darknet/data/data_new/frame550.jpg,4,Computer screen 4,0.399165,0.145551,0.375267,0.288424,0.998283
62,/content/drive/My Drive/yolov4/darknet/data/data_new/frame550.jpg,3,Computer screen 3,0.113868,0.123201,0.215715,0.247962,0.996166
63,/content/drive/My Drive/yolov4/darknet/data/data_new/frame543.jpg,4,Computer screen 4,0.48496,0.258683,0.369456,0.303822,0.995282
63,/content/drive/My Drive/yolov4/darknet/data/data_new/frame543.jpg,3,Computer screen 3,0.14816,0.2213,0.284785,0.27216,0.998336
64,/content/drive/My Drive/yolov4/darknet/data/data_new/frame554.jpg,4,Computer screen 4,0.41396,0.137547,0.36047,0.266954,0.997019
64,/content/drive/My Drive/yolov4/darknet/data/data_new/frame554.jpg,3,Computer screen 3,0.10979,0.117641,0.209164,0.233,0.99464
65,/content/drive/My Drive/yolov4/darknet/data/data_new/frame574.jpg,4,Computer screen 4,0.482692,0.143696,0.351221,0.310653,0.996349
65,/content/drive/My Drive/yolov4/darknet/data/data_new/frame574.jpg,3,Computer screen 3,0.142591,0.114454,0.273587,0.233466,0.998578
66,/content/drive/My Drive/yolov4/darknet/data/data_new/frame578.jpg,4,Computer screen 4,0.493851,0.134089,0.357521,0.259847,0.998333
66,/content/drive/My Drive/yolov4/darknet/data/data_new/frame578.jpg,3,Computer screen 3,0.14129,0.095412,0.287095,0.187003,0.99759
67,/content/drive/My Drive/yolov4/darknet/data/data_new/frame545.jpg,4,Computer screen 4,0.430917,0.221118,0.362723,0.273931,0.997353
67,/content/drive/My Drive/yolov4/darknet/data/data_new/frame545.jpg,3,Computer screen 3,0.127328,0.183912,0.253812,0.260517,0.996477
68,/content/drive/My Drive/yolov4/darknet/data/data_new/frame579.jpg,4,Computer screen 4,0.499862,0.131082,0.358139,0.251252,0.99857
68,/content/drive/My Drive/yolov4/darknet/data/data_new/frame579.jpg,3,Computer screen 3,0.14201,0.092893,0.274408,0.182809,0.997094
69,/content/drive/My Drive/yolov4/darknet/data/data_new/frame573.jpg,4,Computer screen 4,0.483926,0.145633,0.353946,0.315693,0.996157
69,/content/drive/My Drive/yolov4/darknet/data/data_new/frame573.jpg,3,Computer screen 3,0.141744,0.117238,0.274916,0.240651,0.998507
70,/content/drive/My Drive/yolov4/darknet/data/data_new/frame576.jpg,4,Computer screen 4,0.481833,0.141342,0.369097,0.281182,0.997248
70,/content/drive/My Drive/yolov4/darknet/data/data_new/frame576.jpg,3,Computer screen 3,0.137411,0.102206,0.281266,0.209076,0.996144
71,/content/drive/My Drive/yolov4/darknet/data/data_new/frame552.jpg,4,Computer screen 4,0.408688,0.136501,0.35488,0.262274,0.99742
71,/content/drive/My Drive/yolov4/darknet/data/data_new/frame552.jpg,3,Computer screen 3,0.100251,0.117434,0.196044,0.23309,0.994667
72,/content/drive/My Drive/yolov4/darknet/data/data_new/frame555.jpg,4,Computer screen 4,0.414757,0.138344,0.367195,0.306303,0.996286
72,/content/drive/My Drive/yolov4/darknet/data/data_new/frame555.jpg,3,Computer screen 3,0.121256,0.12243,0.233758,0.245873,0.997143
73,/content/drive/My Drive/yolov4/darknet/data/data_new/frame549.jpg,4,Computer screen 4,0.405265,0.151243,0.356561,0.309547,0.995515
73,/content/drive/My Drive/yolov4/darknet/data/data_new/frame549.jpg,3,Computer screen 3,0.121817,0.137363,0.241726,0.260761,0.997678
74,/content/drive/My Drive/yolov4/darknet/data/data_new/frame568.jpg,4,Computer screen 4,0.431896,0.144094,0.374209,0.294066,0.997864
74,/content/drive/My Drive/yolov4/darknet/data/data_new/frame568.jpg,3,Computer screen 3,0.124068,0.123809,0.238729,0.244693,0.99639
75,/content/drive/My Drive/yolov4/darknet/data/data_new/frame547.jpg,4,Computer screen 4,0.411235,0.188226,0.378833,0.291783,0.99671
75,/content/drive/My Drive/yolov4/darknet/data/data_new/frame547.jpg,3,Computer screen 3,0.124414,0.154203,0.248188,0.278052,0.997276
76,/content/drive/My Drive/yolov4/darknet/data/data_new/frame544.jpg,4,Computer screen 4,0.448258,0.242857,0.34386,0.285281,0.998232
76,/content/drive/My Drive/yolov4/darknet/data/data_new/frame544.jpg,3,Computer screen 3,0.131884,0.202035,0.275693,0.266479,0.997646
77,/content/drive/My Drive/yolov4/darknet/data/data_new/frame580.jpg,4,Computer screen 4,0.41201,0.088948,0.369644,0.163834,0.99838
77,/content/drive/My Drive/yolov4/darknet/data/data_new/frame580.jpg,3,Computer screen 3,0.110449,0.07984,0.208065,0.150925,0.993657
78,/content/drive/My Drive/yolov4/darknet/data/data_new/frame589.jpg,4,Computer screen 4,0.522401,0.099832,0.402226,0.198359,0.994199
78,/content/drive/My Drive/yolov4/darknet/data/data_new/frame589.jpg,3,Computer screen 3,0.163725,0.089528,0.338323,0.173955,0.997841
79,/content/drive/My Drive/yolov4/darknet/data/data_new/frame583.jpg,4,Computer screen 4,0.446736,0.090248,0.393694,0.168044,0.998961
79,/content/drive/My Drive/yolov4/darknet/data/data_new/frame583.jpg,3,Computer screen 3,0.129134,0.083591,0.232042,0.157294,0.997461
80,/content/drive/My Drive/yolov4/darknet/data/data_new/frame587.jpg,4,Computer screen 4,0.507375,0.095381,0.397055,0.175604,0.998771
80,/content/drive/My Drive/yolov4/darknet/data/data_new/frame587.jpg,3,Computer screen 3,0.152378,0.085354,0.31299,0.159187,0.992639
81,/content/drive/My Drive/yolov4/darknet/data/data_new/frame586.jpg,4,Computer screen 4,0.494005,0.092207,0.405011,0.171038,0.999024
81,/content/drive/My Drive/yolov4/darknet/data/data_new/frame586.jpg,3,Computer screen 3,0.145608,0.083031,0.277987,0.162493,0.99508
82,/content/drive/My Drive/yolov4/darknet/data/data_new/frame585.jpg,4,Computer screen 4,0.482458,0.092867,0.407637,0.172549,0.998157
82,/content/drive/My Drive/yolov4/darknet/data/data_new/frame585.jpg,3,Computer screen 3,0.140219,0.082478,0.266352,0.160009,0.994868
83,/content/drive/My Drive/yolov4/darknet/data/data_new/frame581.jpg,4,Computer screen 4,0.428468,0.090092,0.396487,0.166974,0.997158
83,/content/drive/My Drive/yolov4/darknet/data/data_new/frame581.jpg,3,Computer screen 3,0.114254,0.082043,0.215269,0.154665,0.997398
84,/content/drive/My Drive/yolov4/darknet/data/data_new/frame584.jpg,4,Computer screen 4,0.4633,0.088915,0.39154,0.164067,0.998421
84,/content/drive/My Drive/yolov4/darknet/data/data_new/frame584.jpg,3,Computer screen 3,0.135723,0.080591,0.247904,0.150862,0.995598
85,/content/drive/My Drive/yolov4/darknet/data/data_new/frame588.jpg,4,Computer screen 4,0.514825,0.096179,0.398763,0.180002,0.998611
85,/content/drive/My Drive/yolov4/darknet/data/data_new/frame588.jpg,3,Computer screen 3,0.161414,0.087731,0.326431,0.16795,0.994794
86,/content/drive/My Drive/yolov4/darknet/data/data_new/frame582.jpg,4,Computer screen 4,0.434436,0.090245,0.401854,0.166112,0.998747
86,/content/drive/My Drive/yolov4/darknet/data/data_new/frame582.jpg,3,Computer screen 3,0.119015,0.083539,0.220216,0.156826,0.997398
87,/content/drive/My Drive/yolov4/darknet/data/data_new/frame590.jpg,5,Computer screen 5,0.101009,0.486343,0.191355,0.339583,0.987449
87,/content/drive/My Drive/yolov4/darknet/data/data_new/frame590.jpg,4,Computer screen 4,0.602604,0.170489,0.350334,0.280537,0.997785
87,/content/drive/My Drive/yolov4/darknet/data/data_new/frame590.jpg,3,Computer screen 3,0.240413,0.138242,0.371021,0.256116,0.998245
88,/content/drive/My Drive/yolov4/darknet/data/data_new/frame594.jpg,5,Computer screen 5,0.14607,0.490616,0.312589,0.352453,0.998407
88,/content/drive/My Drive/yolov4/darknet/data/data_new/frame594.jpg,4,Computer screen 4,0.649633,0.197028,0.354358,0.315583,0.97925
88,/content/drive/My Drive/yolov4/darknet/data/data_new/frame594.jpg,3,Computer screen 3,0.300195,0.145388,0.357207,0.257784,0.998602
89,/content/drive/My Drive/yolov4/darknet/data/data_new/frame591.jpg,5,Computer screen 5,0.111029,0.486275,0.209621,0.331689,0.995684
89,/content/drive/My Drive/yolov4/darknet/data/data_new/frame591.jpg,4,Computer screen 4,0.608112,0.176678,0.352945,0.285736,0.995333
89,/content/drive/My Drive/yolov4/darknet/data/data_new/frame591.jpg,3,Computer screen 3,0.254044,0.142727,0.381972,0.267215,0.997988
90,/content/drive/My Drive/yolov4/darknet/data/data_new/frame593.jpg,5,Computer screen 5,0.126032,0.487539,0.253282,0.336021,0.99759
90,/content/drive/My Drive/yolov4/darknet/data/data_new/frame593.jpg,5,Computer screen 5,0.641789,0.189046,0.348983,0.305171,0.98504
90,/content/drive/My Drive/yolov4/darknet/data/data_new/frame593.jpg,3,Computer screen 3,0.292988,0.143622,0.360076,0.25133,0.99593
91,/content/drive/My Drive/yolov4/darknet/data/data_new/frame599.jpg,5,Computer screen 5,0.164363,0.500753,0.341178,0.379213,0.996987
91,/content/drive/My Drive/yolov4/darknet/data/data_new/frame599.jpg,4,Computer screen 4,0.697967,0.221622,0.352224,0.298981,0.996913
91,/content/drive/My Drive/yolov4/darknet/data/data_new/frame599.jpg,3,Computer screen 3,0.345932,0.167163,0.376529,0.278023,0.999112
91,/content/drive/My Drive/yolov4/darknet/data/data_new/frame599.jpg,2,Computer screen 2,0.086167,0.16726,0.167348,0.242155,0.989868
92,/content/drive/My Drive/yolov4/darknet/data/data_new/frame592.jpg,5,Computer screen 5,0.120624,0.490953,0.235831,0.336512,0.997436
92,/content/drive/My Drive/yolov4/darknet/data/data_new/frame592.jpg,4,Computer screen 4,0.624436,0.180663,0.359391,0.284515,0.965329
92,/content/drive/My Drive/yolov4/darknet/data/data_new/frame592.jpg,3,Computer screen 3,0.272647,0.141393,0.357271,0.249621,0.998595
93,/content/drive/My Drive/yolov4/darknet/data/data_new/frame598.jpg,5,Computer screen 5,0.145197,0.500519,0.309855,0.368037,0.997793
93,/content/drive/My Drive/yolov4/darknet/data/data_new/frame598.jpg,4,Computer screen 4,0.689692,0.218537,0.362704,0.301497,0.989274
93,/content/drive/My Drive/yolov4/darknet/data/data_new/frame598.jpg,3,Computer screen 3,0.333229,0.16426,0.369705,0.284016,0.998954
93,/content/drive/My Drive/yolov4/darknet/data/data_new/frame598.jpg,2,Computer screen 2,0.079789,0.164365,0.149786,0.239692,0.844961
94,/content/drive/My Drive/yolov4/darknet/data/data_new/frame595.jpg,5,Computer screen 5,0.139986,0.499514,0.302025,0.36826,0.998265
94,/content/drive/My Drive/yolov4/darknet/data/data_new/frame595.jpg,4,Computer screen 4,0.65774,0.19989,0.3646,0.313894,0.99715
94,/content/drive/My Drive/yolov4/darknet/data/data_new/frame595.jpg,3,Computer screen 3,0.307554,0.150471,0.38523,0.277246,0.998312
95,/content/drive/My Drive/yolov4/darknet/data/data_new/frame597.jpg,5,Computer screen 5,0.140988,0.497592,0.299835,0.362615,0.998316
95,/content/drive/My Drive/yolov4/darknet/data/data_new/frame597.jpg,4,Computer screen 4,0.672855,0.20571,0.367931,0.31889,0.993837
95,/content/drive/My Drive/yolov4/darknet/data/data_new/frame597.jpg,3,Computer screen 3,0.324835,0.16227,0.366091,0.285982,0.998132
95,/content/drive/My Drive/yolov4/darknet/data/data_new/frame597.jpg,2,Computer screen 2,0.069969,0.163718,0.13786,0.239241,0.939911
96,/content/drive/My Drive/yolov4/darknet/data/data_new/frame596.jpg,5,Computer screen 5,0.136784,0.497519,0.291177,0.357355,0.997785
96,/content/drive/My Drive/yolov4/darknet/data/data_new/frame596.jpg,4,Computer screen 4,0.664799,0.203884,0.364183,0.316368,0.996158
96,/content/drive/My Drive/yolov4/darknet/data/data_new/frame596.jpg,3,Computer screen 3,0.321496,0.152079,0.350481,0.274678,0.997571
96,/content/drive/My Drive/yolov4/darknet/data/data_new/frame596.jpg,2,Computer screen 2,0.065255,0.164113,0.129479,0.232287,0.840846
97,/content/drive/My Drive/yolov4/darknet/data/data_new/frame618.jpg,5,Computer screen 5,0.564529,0.416786,0.584116,0.332566,0.998452
97,/content/drive/My Drive/yolov4/darknet/data/data_new/frame618.jpg,3,Computer screen 3,0.85084,0.165143,0.290372,0.298002,0.997611
97,/content/drive/My Drive/yolov4/darknet/data/data_new/frame618.jpg,2,Computer screen 2,0.515768,0.119883,0.432945,0.233924,0.997814
97,/content/drive/My Drive/yolov4/darknet/data/data_new/frame618.jpg,1,Computer screen 1,0.153203,0.129264,0.305885,0.239697,0.99768
98,/content/drive/My Drive/yolov4/darknet/data/data_new/frame607.jpg,5,Computer screen 5,0.62206,0.417397,0.595226,0.326346,0.997984
98,/content/drive/My Drive/yolov4/darknet/data/data_new/frame607.jpg,3,Computer screen 3,0.870212,0.163522,0.250862,0.292412,0.994702
98,/content/drive/My Drive/yolov4/darknet/data/data_new/frame607.jpg,2,Computer screen 2,0.562594,0.119594,0.422447,0.2302,0.998272
98,/content/drive/My Drive/yolov4/darknet/data/data_new/frame607.jpg,1,Computer screen 1,0.177363,0.139498,0.344098,0.255461,0.99642
99,/content/drive/My Drive/yolov4/darknet/data/data_new/frame623.jpg,5,Computer screen 5,0.558254,0.418035,0.60085,0.349805,0.998212
99,/content/drive/My Drive/yolov4/darknet/data/data_new/frame623.jpg,3,Computer screen 3,0.853031,0.163658,0.291223,0.310512,0.996978
99,/content/drive/My Drive/yolov4/darknet/data/data_new/frame623.jpg,2,Computer screen 2,0.512453,0.116285,0.443901,0.220253,0.998261
99,/content/drive/My Drive/yolov4/darknet/data/data_new/frame623.jpg,1,Computer screen 1,0.161899,0.127279,0.321762,0.251071,0.997162
100,/content/drive/My Drive/yolov4/darknet/data/data_new/frame615.jpg,5,Computer screen 5,0.586103,0.426925,0.57288,0.299455,0.996794
100,/content/drive/My Drive/yolov4/darknet/data/data_new/frame615.jpg,3,Computer screen 3,0.858781,0.172736,0.274451,0.30802,0.998147
100,/content/drive/My Drive/yolov4/darknet/data/data_new/frame615.jpg,2,Computer screen 2,0.535547,0.12666,0.411961,0.245669,0.998162
100,/content/drive/My Drive/yolov4/darknet/data/data_new/frame615.jpg,1,Computer screen 1,0.167193,0.130123,0.332906,0.246771,0.99739
101,/content/drive/My Drive/yolov4/darknet/data/data_new/frame617.jpg,5,Computer screen 5,0.565012,0.417469,0.583849,0.330863,0.9983
101,/content/drive/My Drive/yolov4/darknet/data/data_new/frame617.jpg,3,Computer screen 3,0.852571,0.168529,0.288685,0.301405,0.998461
101,/content/drive/My Drive/yolov4/darknet/data/data_new/frame617.jpg,2,Computer screen 2,0.529674,0.123364,0.42253,0.244566,0.996491
101,/content/drive/My Drive/yolov4/darknet/data/data_new/frame617.jpg,1,Computer screen 1,0.154628,0.13162,0.310915,0.240341,0.995467
102,/content/drive/My Drive/yolov4/darknet/data/data_new/frame611.jpg,5,Computer screen 5,0.599697,0.427264,0.5838,0.306814,0.997948
102,/content/drive/My Drive/yolov4/darknet/data/data_new/frame611.jpg,3,Computer screen 3,0.864514,0.172171,0.2706,0.291068,0.997363
102,/content/drive/My Drive/yolov4/darknet/data/data_new/frame611.jpg,2,Computer screen 2,0.550203,0.12424,0.407117,0.241048,0.99859
102,/content/drive/My Drive/yolov4/darknet/data/data_new/frame611.jpg,1,Computer screen 1,0.176961,0.136975,0.331596,0.273404,0.998381
103,/content/drive/My Drive/yolov4/darknet/data/data_new/frame602.jpg,5,Computer screen 5,0.584558,0.444518,0.61866,0.303354,0.997984
103,/content/drive/My Drive/yolov4/darknet/data/data_new/frame602.jpg,3,Computer screen 3,0.847723,0.150566,0.290122,0.308287,0.99606
103,/content/drive/My Drive/yolov4/darknet/data/data_new/frame602.jpg,2,Computer screen 2,0.4949,0.125452,0.435741,0.231484,0.998442
103,/content/drive/My Drive/yolov4/darknet/data/data_new/frame602.jpg,1,Computer screen 1,0.146472,0.168673,0.292371,0.235815,0.997246
104,/content/drive/My Drive/yolov4/darknet/data/data_new/frame606.jpg,5,Computer screen 5,0.623447,0.417496,0.587972,0.326602,0.99761
104,/content/drive/My Drive/yolov4/darknet/data/data_new/frame606.jpg,3,Computer screen 3,0.86914,0.152534,0.261437,0.307616,0.995515
104,/content/drive/My Drive/yolov4/darknet/data/data_new/frame606.jpg,2,Computer screen 2,0.557548,0.118953,0.429376,0.228857,0.998731
104,/content/drive/My Drive/yolov4/darknet/data/data_new/frame606.jpg,1,Computer screen 1,0.176089,0.147165,0.342354,0.260181,0.994563
105,/content/drive/My Drive/yolov4/darknet/data/data_new/frame605.jpg,5,Computer screen 5,0.623789,0.427337,0.618962,0.306935,0.997371
105,/content/drive/My Drive/yolov4/darknet/data/data_new/frame605.jpg,3,Computer screen 3,0.866735,0.151557,0.268396,0.30883,0.996036
105,/content/drive/My Drive/yolov4/darknet/data/data_new/frame605.jpg,2,Computer screen 2,0.550324,0.120066,0.426471,0.230743,0.998796
105,/content/drive/My Drive/yolov4/darknet/data/data_new/frame605.jpg,1,Computer screen 1,0.172926,0.150077,0.340356,0.249073,0.991552
106,/content/drive/My Drive/yolov4/darknet/data/data_new/frame609.jpg,5,Computer screen 5,0.612372,0.427343,0.597198,0.307216,0.998161
106,/content/drive/My Drive/yolov4/darknet/data/data_new/frame609.jpg,3,Computer screen 3,0.866499,0.169416,0.261989,0.289016,0.997542
106,/content/drive/My Drive/yolov4/darknet/data/data_new/frame609.jpg,2,Computer screen 2,0.558612,0.12432,0.411143,0.242188,0.998175
106,/content/drive/My Drive/yolov4/darknet/data/data_new/frame609.jpg,1,Computer screen 1,0.176699,0.141403,0.344188,0.266164,0.997034
107,/content/drive/My Drive/yolov4/darknet/data/data_new/frame629.jpg,5,Computer screen 5,0.428789,0.414431,0.611472,0.31369,0.997881
107,/content/drive/My Drive/yolov4/darknet/data/data_new/frame629.jpg,3,Computer screen 3,0.76302,0.169997,0.349948,0.331902,0.996214
107,/content/drive/My Drive/yolov4/darknet/data/data_new/frame629.jpg,2,Computer screen 2,0.407669,0.112773,0.433073,0.215764,0.99821
107,/content/drive/My Drive/yolov4/darknet/data/data_new/frame629.jpg,1,Computer screen 1,0.109284,0.10987,0.221876,0.205746,0.996442
108,/content/drive/My Drive/yolov4/darknet/data/data_new/frame601.jpg,5,Computer screen 5,0.543837,0.446633,0.572691,0.33245,0.998909
108,/content/drive/My Drive/yolov4/darknet/data/data_new/frame601.jpg,3,Computer screen 3,0.8252,0.164416,0.334834,0.309131,0.997438
108,/content/drive/My Drive/yolov4/darknet/data/data_new/frame601.jpg,2,Computer screen 2,0.462886,0.133573,0.437334,0.241831,0.996473
108,/content/drive/My Drive/yolov4/darknet/data/data_new/frame601.jpg,1,Computer screen 1,0.131558,0.175253,0.261376,0.233357,0.997601
109,/content/drive/My Drive/yolov4/darknet/data/data_new/frame624.jpg,5,Computer screen 5,0.546634,0.417665,0.601799,0.342521,0.998115
109,/content/drive/My Drive/yolov4/darknet/data/data_new/frame624.jpg,3,Computer screen 3,0.849796,0.163725,0.293169,0.30648,0.995365
109,/content/drive/My Drive/yolov4/darknet/data/data_new/frame624.jpg,2,Computer screen 2,0.499318,0.114923,0.426711,0.215197,0.998953
109,/content/drive/My Drive/yolov4/darknet/data/data_new/frame624.jpg,1,Computer screen 1,0.153563,0.123754,0.307759,0.2422,0.997924
110,/content/drive/My Drive/yolov4/darknet/data/data_new/frame608.jpg,5,Computer screen 5,0.618817,0.427727,0.590215,0.311788,0.997252
110,/content/drive/My Drive/yolov4/darknet/data/data_new/frame608.jpg,3,Computer screen 3,0.867652,0.165059,0.253414,0.288593,0.996068
110,/content/drive/My Drive/yolov4/darknet/data/data_new/frame608.jpg,2,Computer screen 2,0.562274,0.122665,0.418835,0.238472,0.998121
110,/content/drive/My Drive/yolov4/darknet/data/data_new/frame608.jpg,1,Computer screen 1,0.177835,0.143333,0.351557,0.270655,0.995643
111,/content/drive/My Drive/yolov4/darknet/data/data_new/frame625.jpg,5,Computer screen 5,0.532608,0.417488,0.591386,0.331647,0.996182
111,/content/drive/My Drive/yolov4/darknet/data/data_new/frame625.jpg,3,Computer screen 3,0.837354,0.165711,0.319623,0.31942,0.995834
111,/content/drive/My Drive/yolov4/darknet/data/data_new/frame625.jpg,2,Computer screen 2,0.489717,0.115554,0.425077,0.218264,0.998963
111,/content/drive/My Drive/yolov4/darknet/data/data_new/frame625.jpg,1,Computer screen 1,0.149488,0.119978,0.294824,0.232071,0.998051
112,/content/drive/My Drive/yolov4/darknet/data/data_new/frame604.jpg,5,Computer screen 5,0.61861,0.43276,0.567671,0.341355,0.998687
112,/content/drive/My Drive/yolov4/darknet/data/data_new/frame604.jpg,3,Computer screen 3,0.86161,0.148207,0.266571,0.304805,0.997122
112,/content/drive/My Drive/yolov4/darknet/data/data_new/frame604.jpg,2,Computer screen 2,0.538635,0.121254,0.425681,0.23579,0.998864
112,/content/drive/My Drive/yolov4/darknet/data/data_new/frame604.jpg,1,Computer screen 1,0.163791,0.163779,0.312998,0.24548,0.994714
113,/content/drive/My Drive/yolov4/darknet/data/data_new/frame622.jpg,5,Computer screen 5,0.568343,0.418235,0.593207,0.350166,0.997458
113,/content/drive/My Drive/yolov4/darknet/data/data_new/frame622.jpg,3,Computer screen 3,0.853871,0.152545,0.284009,0.31987,0.996536
113,/content/drive/My Drive/yolov4/darknet/data/data_new/frame622.jpg,2,Computer screen 2,0.514683,0.116549,0.44378,0.22158,0.998217
113,/content/drive/My Drive/yolov4/darknet/data/data_new/frame622.jpg,1,Computer screen 1,0.162589,0.1283,0.325879,0.249152,0.997305
114,/content/drive/My Drive/yolov4/darknet/data/data_new/frame626.jpg,5,Computer screen 5,0.504336,0.416012,0.606839,0.345192,0.998658
114,/content/drive/My Drive/yolov4/darknet/data/data_new/frame626.jpg,3,Computer screen 3,0.830401,0.165612,0.325068,0.313196,0.997975
114,/content/drive/My Drive/yolov4/darknet/data/data_new/frame626.jpg,2,Computer screen 2,0.48036,0.114062,0.421304,0.215908,0.998695
114,/content/drive/My Drive/yolov4/darknet/data/data_new/frame626.jpg,1,Computer screen 1,0.143058,0.115041,0.273462,0.237986,0.99804
115,/content/drive/My Drive/yolov4/darknet/data/data_new/frame621.jpg,5,Computer screen 5,0.569617,0.415719,0.599208,0.336146,0.998074
115,/content/drive/My Drive/yolov4/darknet/data/data_new/frame621.jpg,3,Computer screen 3,0.853031,0.15259,0.283786,0.324348,0.996706
115,/content/drive/My Drive/yolov4/darknet/data/data_new/frame621.jpg,2,Computer screen 2,0.514695,0.116145,0.44041,0.220105,0.997953
115,/content/drive/My Drive/yolov4/darknet/data/data_new/frame621.jpg,1,Computer screen 1,0.163662,0.129177,0.321937,0.249873,0.997701
116,/content/drive/My Drive/yolov4/darknet/data/data_new/frame612.jpg,5,Computer screen 5,0.597064,0.418225,0.573507,0.335775,0.997752
116,/content/drive/My Drive/yolov4/darknet/data/data_new/frame612.jpg,3,Computer screen 3,0.863394,0.174134,0.272074,0.298852,0.996976
116,/content/drive/My Drive/yolov4/darknet/data/data_new/frame612.jpg,2,Computer screen 2,0.547532,0.124039,0.405953,0.240774,0.998678
116,/content/drive/My Drive/yolov4/darknet/data/data_new/frame612.jpg,1,Computer screen 1,0.176958,0.135232,0.329989,0.270034,0.998561
117,/content/drive/My Drive/yolov4/darknet/data/data_new/frame600.jpg,5,Computer screen 5,0.497808,0.456294,0.598938,0.333363,0.998879
117,/content/drive/My Drive/yolov4/darknet/data/data_new/frame600.jpg,3,Computer screen 3,0.795454,0.166923,0.372335,0.316896,0.997724
117,/content/drive/My Drive/yolov4/darknet/data/data_new/frame600.jpg,2,Computer screen 2,0.413008,0.136401,0.443907,0.240261,0.995428
117,/content/drive/My Drive/yolov4/darknet/data/data_new/frame600.jpg,1,Computer screen 1,0.112313,0.185958,0.231411,0.235026,0.997081
118,/content/drive/My Drive/yolov4/darknet/data/data_new/frame614.jpg,5,Computer screen 5,0.590639,0.426604,0.579573,0.301072,0.997392
118,/content/drive/My Drive/yolov4/darknet/data/data_new/frame614.jpg,3,Computer screen 3,0.861042,0.172853,0.266629,0.308704,0.997679
118,/content/drive/My Drive/yolov4/darknet/data/data_new/frame614.jpg,2,Computer screen 2,0.540739,0.124917,0.408444,0.242739,0.998599
118,/content/drive/My Drive/yolov4/darknet/data/data_new/frame614.jpg,1,Computer screen 1,0.173094,0.128269,0.33761,0.242536,0.998146
119,/content/drive/My Drive/yolov4/darknet/data/data_new/frame627.jpg,5,Computer screen 5,0.484515,0.412801,0.601791,0.325003,0.998357
119,/content/drive/My Drive/yolov4/darknet/data/data_new/frame627.jpg,3,Computer screen 3,0.811399,0.168995,0.345163,0.330521,0.995287
119,/content/drive/My Drive/yolov4/darknet/data/data_new/frame627.jpg,2,Computer screen 2,0.455873,0.113281,0.432806,0.212853,0.99856
119,/content/drive/My Drive/yolov4/darknet/data/data_new/frame627.jpg,1,Computer screen 1,0.131818,0.112627,0.2656,0.215661,0.997976
120,/content/drive/My Drive/yolov4/darknet/data/data_new/frame610.jpg,5,Computer screen 5,0.606612,0.418257,0.579912,0.335538,0.998224
120,/content/drive/My Drive/yolov4/darknet/data/data_new/frame610.jpg,3,Computer screen 3,0.865699,0.171049,0.263825,0.287183,0.997322
120,/content/drive/My Drive/yolov4/darknet/data/data_new/frame610.jpg,2,Computer screen 2,0.553036,0.1245,0.412148,0.241102,0.998321
120,/content/drive/My Drive/yolov4/darknet/data/data_new/frame610.jpg,1,Computer screen 1,0.178641,0.141227,0.334736,0.279362,0.998124
121,/content/drive/My Drive/yolov4/darknet/data/data_new/frame603.jpg,5,Computer screen 5,0.60613,0.439679,0.574251,0.346049,0.999118
121,/content/drive/My Drive/yolov4/darknet/data/data_new/frame603.jpg,3,Computer screen 3,0.857573,0.148441,0.279558,0.303077,0.997777
121,/content/drive/My Drive/yolov4/darknet/data/data_new/frame603.jpg,2,Computer screen 2,0.530299,0.124778,0.437997,0.240717,0.997869
121,/content/drive/My Drive/yolov4/darknet/data/data_new/frame603.jpg,1,Computer screen 1,0.155387,0.165727,0.303889,0.240132,0.993276
